pub,topic_code,topic_name,country,is_cn,year,func,scene,princ,in_degree,relevant,category,reason
EP4474001B1,A61N1,电疗器械,欧洲专利局,0,2023,多个第一电极，所述多个第一电极布置在所述细长的第一中心参考电极的两侧|布置在细长且不导电的基底材料上的一个或多个第一电极布置|提供用于刺激的反电势和/或用于记录脊髓的神经纤维的参考电势|细长的第一中心参考电极，其沿着细长基底材料的纵向方向延伸,,参考电势|反电势,0.0,False,无关,涉及脊髓神经刺激记录，非脑信号，不属脑机接口
WO2020206152A1,A61N1,电疗器械,世界知识产权组织,0,2020,使用所接收的ESG信号为每个测试模式确定一个或多个响应参数|刺激波形选择|基于响应参数和一个或多个选择准则从刺激测试模式中选择神经刺激治疗模式|根据刺激测试模式控制神经刺激能量的递送,神经刺激系统|脊髓神经调节,响应参数各自指示响应的一个或多个特征|神经刺激响应,7.0,False,无关,涉及脊髓神经刺激，非脑信号，不属BCI领域。
US20140243932A1,A61N1,电疗器械,美国,0,2014,测试神经刺激|监测生理响应|确定治疗参数|调整神经刺激参数|递送单向传入神经刺激,神经刺激治疗,单向传入神经刺激|神经刺激参数,13.0,False,无关,涉及神经刺激治疗，但未涉及脑信号采集或解码，非BCI核心或直接应用。
US20070185409A1,A61B5,身体诊断测量,美国,0,2007,以增加的刺激强度重复刺激邻近神经的身体部分|将可操作的刺激强度确定为最大刺激强度的预定比例|检测神经信号|确定平均响应参数|确定最大刺激强度,神经传导测试,当至少两个平均响应的相应的至少两个参数在预定百分比范围内时，确定已经达到最大刺激强度,84.0,False,无关,涉及神经刺激与传导测试，非脑信号采集或BCI应用
US12318615B2,A61N1,电疗器械,美国,0,2023,刺激参数编程|递送具有不同IPI、刺激几何形状和其他波形设置的波形,神经调节|脊髓刺激,获得背柱纤维的治疗性异步激活|通过相间间隔(IPI)分开第一相位和第二相位,0.0,False,无关,涉及脊髓刺激神经调节，非脑信号采集或脑机接口应用。
US20140194772A1,A61B5,身体诊断测量,美国,0,2012,从相应的感测电极获得由刺激引起的神经响应的第一和第二记录|施加神经刺激|比较第一记录和第二记录以确定诱发神经响应的传播特性,,,136.0,False,无关,涉及外周神经刺激与响应测量，非脑信号或脑机接口应用。
US11045129B2,A61B5,身体诊断测量,美国,0,2018,刺激控制|施加具有短脉冲宽度的探针刺激|测量剩余神经反应|神经补充估计,神经刺激器系统,探针刺激引起的剩余神经反应与神经补充相关,32.0,False,无关,涉及神经刺激与反应估计，但非脑信号采集或BCI应用，属一般神经调控器械。
US8594795B2,A61N1,电疗器械,美国,0,2010,分析传感器信号|电刺激|识别运动障碍的发作,神经刺激器,运动障碍检测|选择性开始治疗,9.0,False,无关,涉及神经刺激但未明确脑信号采集或解码，非BCI核心
US20230114613A1,A61B5,身体诊断测量,美国,0,2022,评估诱发-记录参数集的序列|递送神经刺激,神经刺激系统,诱发-记录参数集包括刺激参数和感测参数,3.0,False,无关,涉及神经刺激与诱发响应记录，但未明确脑信号采集或BCI应用，属一般神经调控医疗器械。
US20140236257A1,A61N1,电疗器械,美国,0,2012,与治疗图进行比较|刺激参数编程|检测诱发响应|电刺激|确定精神状态|迭代地执行,,在神经通路上唤起动作电位|控制变量与反馈变量的治疗关系,241.0,False,无关,涉及脊髓神经刺激，非脑信号采集或脑机接口应用。
US11445958B2,A61B5,身体诊断测量,美国,0,2021,施加具有短脉冲宽度的探针刺激|测量由探针刺激引起的剩余神经反应|神经刺激治疗,,,2.0,False,无关,涉及神经刺激与反应测量，但非脑信号采集或BCI应用
US20080234780A1,A61N1,电疗器械,美国,0,2007,基于检测到的对所施加刺激的生理反应等滴定|将一个或多个刺激场导向所选神经目标,,,210.0,False,无关,涉及神经刺激但未提及脑信号采集或解码，非BCI核心
EP3713637A4,A61N1,电疗器械,欧洲专利局,0,2018,电刺激|预先植入电极,治疗或预防人类受试者的慢性炎症,刺激位置|迷走神经刺激,0.0,False,无关,涉及周围神经电刺激治疗炎症，非脑信号采集或脑机接口应用。
US20050015133A1,A61N1,电疗器械,美国,0,2004,将信号传输线延伸穿过载体构件并传送信号,耳蜗植入系统,通过减少导线数量与电极数量的比例实现分布式电子器件,57.0,False,无关,仅涉及通用植入刺激装置，未提及脑信号或神经调控
US8929990B2,A61N1,电疗器械,美国,0,2010,电信号递送|电刺激信号传递|经血管刺激神经或神经干,,,48.0,False,无关,刺激神经干但未明确涉及脑信号或脑机接口核心功能
US20130165994A1,A61N1,电疗器械,美国,0,2012,治疗递送,,,39.0,False,无关,涉及电神经刺激治疗，但未提及脑信号采集或解码，非BCI核心或直接应用。
US5643330A,A61N1,电疗器械,美国,0,1996,多通道脉冲发生器驱动多个电极|电刺激脉冲|电刺激递送,多通道硬膜外横向脊髓刺激,刺激频率加倍|重叠刺激区域,880.0,False,无关,脊髓刺激不涉及脑信号采集或解码，非BCI领域。
US20220257944A1,A61N1,电疗器械,美国,0,2022,使信号发生器操作每个分配的有效电极以产生刺激电场|控制电路确定刺激电场分布数据|电刺激信号传递|电极装置放置|选择性地分配至少一对第一和第二有效电极,无创脑电刺激,刺激电场分布|刺激的空间分辨率,2.0,False,无关,仅涉及通用电刺激系统，未提及脑信号采集或神经调控
US20030045914A1,A61N1,电疗器械,美国,0,2001,单向神经刺激|抑制动作电位传播|施加电流,治疗疾病,动作电位传播,198.0,False,无关,涉及神经组织电刺激治疗，非脑信号采集或BCI应用
US10433754B2,A61B5,身体诊断测量,美国,0,2013,发送和接收遥测数据|可拆卸地耦合到经皮附着装置|处理从电极阵列接收的电信号,植入式无线神经装置,无线介质透明的窗口,13.0,False,无关,仅描述通用植入电接口，未涉及脑信号或神经调控
US11911621B2,A61N1,电疗器械,美国,0,2021,,,,5.0,False,无关,脊髓刺激不涉及脑信号采集或解码，非脑机接口领域。
US20080027504A1,A61B5,身体诊断测量,美国,0,2007,传递电流到组织中|测量局部组织电位|调节和监测组织,,,93.0,False,无关,涉及通用组织电刺激与记录，未明确脑信号或神经调控为核心。
AU2007281311A1,A61N1,电疗器械,澳大利亚,0,2007,测量局部组织的电位|调节和监测组织|通电流到组织,,,5.0,False,无关,涉及通用组织电刺激与电位记录，未特指脑信号或神经调控
US12133979B2,A61N1,电疗器械,美国,0,2022,基于来自所述电极组件的信息来控制所述刺激单元的操作|电刺激,,,0.0,False,无关,经皮电神经刺激非脑信号采集或神经调控，不涉及脑机接口
US12208268B2,A61N1,电疗器械,美国,0,2021,基于生物信号生成对刺激参数的调整|操纵电刺激信号以刺激患者组织的区域|电刺激信号|获取生物信号,患者身体上或身体内|特定患者活动,特定患者活动,0.0,False,无关,电刺激系统基于生物信号调整刺激参数，未涉及脑信号采集或神经调控核心。
US4573481A,A61N1,电疗器械,美国,0,1984,可植入螺旋电极组件|多导体柔性电缆|柔性带状电极|电介质支撑矩阵|粗糙化,外科植入期间,弹性|组织接触表面粗糙化|螺旋构造,1326.0,False,无关,涉及神经电极但非脑信号，且未提及脑机接口应用
US4979511A,A61B5,身体诊断测量,美国,0,1989,改进的连接器|柔性螺旋电极结构,可植入电极,,540.0,False,无关,涉及神经电极植入，但未提及脑信号采集或BCI应用，属一般神经接口。
US20240198107A1,A61N1,电疗器械,美国,0,2023,产生电流|施加电流到内脏神经|调整可植入脉冲发生器参数,心脏病治疗,内脏神经调节,0.0,False,无关,涉及内脏神经电刺激，非脑信号采集或神经调控
US12168132B2,A61N1,电疗器械,美国,0,2022,从刺激测试模式中的多种类型的刺激波形中选择一种类型的刺激波形|使用接收的ESG信号确定每个测试模式的一个或多个响应参数|基于响应参数和一个或多个选择标准从刺激测试模式中选择神经刺激治疗模式|根据刺激测试模式控制神经刺激能量的递送,刺激测试模式|神经刺激治疗,响应参数各自指示所述响应的一个或多个特征|电活动包括对所递送的神经刺激能量的响应,0.0,False,无关,涉及脊髓电刺激，非脑信号采集或脑机接口应用。
US20130245717A1,A61N1,电疗器械,美国,0,2013,交替刺激波形|低振幅长持续时间电极刺激信号序列|常规高振幅短持续时间电极刺激信号序列|心尖波形,,选择性刺激周围神经突起|音调位置-音调响应,25.0,False,无关,耳蜗植入刺激听觉神经，非脑信号采集或神经调控
US12533519B2,A61N1,电疗器械,美国,0,2023,使用所述神经反应作为生物标志物|测量对刺激的神经反应|自动调整亚感知治疗,医疗装置系统|脊髓刺激(SCS),神经反应,0.0,False,无关,涉及脊髓刺激而非脑信号，非脑机接口领域。
US20050143787A1,A61N1,电疗器械,美国,0,2005,可再充电|调节迷走神经,偏头痛治疗|充血性心力衰竭(CHF)治疗|学习困难治疗|帕金森氏病治疗|强迫进食障碍治疗|强迫障碍治疗|心房纤颤治疗|心脏病治疗|抑郁症治疗|焦虑症治疗|痴呆治疗|癫痫治疗|睡眠障碍治疗|神经源性/精神源性疼痛治疗|精神分裂症治疗|肥胖症治疗|阿尔茨海默氏病治疗,电感耦合|迷走神经刺激和/或阻断,509.0,False,无关,刺激迷走神经治疗疾病，非脑信号采集或脑机接口应用。
US12496449B2,A61N1,电疗器械,美国,0,2023,使用检测器估计诱发神经反应在感测的信号窗口内的位置|基于确定来减轻诱发神经反应的截断|基于诱发神经反应在感测信号窗口内的位置，确定感测信号窗口对诱发神经反应的截断是否正在发生|根据刺激参数控制刺激源提供神经刺激,,,0.0,False,无关,涉及植入式神经刺激装置，但针对外周神经通路，非脑信号采集或脑机接口应用。
WO2011159545A2,A61N1,电疗器械,世界知识产权组织,0,2011,捕获验证和刺激|控制刺激参数|检测诱发响应|调整刺激强度,患者,通过检测诱发响应来验证刺激捕获迷走神经,74.0,False,无关,涉及迷走神经刺激，非脑信号采集或脑机接口应用。
US12064632B2,A61N1,电疗器械,美国,0,2022,反馈控制|导出反馈变量|测量神经复合动作电位反应|自适应地补偿,神经刺激,诱发动作电位|闭环反馈控制,0.0,False,无关,涉及神经刺激与反馈控制，但未明确脑信号采集或脑机接口应用，属一般神经调控。
WO03043690A1,A61N1,电疗器械,世界知识产权组织,0,2002,感测患者位置|确定期望配置|自动优化参数|评估应答信号|输送刺激|配置电极,神经刺激,传感装置产生响应信号|刺激脉冲系统,138.0,False,无关,涉及神经刺激参数优化，但未提及脑信号采集或解码，非BCI核心或直接应用。
EP4257176A1,A61N1,电疗器械,欧洲专利局,0,2022,建立电连接|电刺激|穿透神经外表面,,,0.0,False,无关,仅涉及神经电刺激装置，未涉及脑信号采集或解码，非BCI领域。
US12465768B2,A61N1,电疗器械,美国,0,2023,基于迷走神经反应模型确定生理和神经指数|存储优选参数|改变信号电参数|监测生理参数变化|选择信号初始参数,神经刺激疗法,迷走神经反应模型,0.0,False,无关,涉及迷走神经刺激，非脑信号采集或解码，不属BCI领域。
US9566449B2,A61N1,电疗器械,美国,0,2013,产生输入信号|传输输入信号|向可兴奋组织施加电脉冲|植入神经刺激器|转换输入信号为电脉冲,神经刺激器系统,电脉冲调制|电辐射耦合,79.0,False,无关,涉及可兴奋组织神经刺激，未特指脑信号或脑机接口应用。
US20050131486A1,A61N1,电疗器械,美国,0,2005,电感耦合充电|电阻挡技术|迷走神经刺激|迷走神经阻断|选择性刺激|遥测,FGID|肠梗阻|肥胖症|胃肠疾病|胃轻瘫|胃食管反射疾病(GERD)|胰腺炎,传入或传出方向阻断|可再充电电池供电|电感耦合,329.0,False,无关,涉及迷走神经刺激治疗胃肠疾病，非脑信号采集或脑机接口应用。
WO0143818A1,A61N1,电疗器械,世界知识产权组织,0,2000,刺激电流脉冲通过规定的设定的刺激参数的定义产生和施加到所选电极接触|快速自动和/或交互编程刺激参数|选择分组的各个电极施加的触点,可植入电刺激器|神经刺激系统,刺激参数编程|电流脉冲施加,59.0,False,无关,神经刺激系统未涉及脑信号采集或解码，仅通用电刺激参数调节。
US8162684B1,H01R13,连接器结构,美国,0,2010,利用馈通壳体作为支撑结构|安装在夹紧盖中|将等直径引线近端插入密封件中|直接组装到装置的气密馈通中|通过接合馈通壳体侧壁上的底切来支撑接触力和密封压缩,可植入医疗装置|神经刺激器,刚性尖端|填充金属颗粒的弹性体按钮|弹性可压缩触点|绒毛按钮|螺旋弹簧,97.0,False,无关,涉及植入式医疗连接器，未提及脑信号处理或神经调控
US8267708B1,H01R13,连接器结构,美国,0,2012,凸轮致动的夹紧盖加压|利用馈通壳体作为支撑结构|用螺钉紧固的盖加压|直接组装到装置的气密馈通中|馈通销与可压缩触点集成,可植入医疗装置|神经刺激器,可压缩触点提供接触力|底切支撑接触力,55.0,False,无关,涉及植入式医疗器械连接器，未提及脑信号采集或神经调控
WO2016061045A1,A61N1,电疗器械,世界知识产权组织,0,2015,分析定量关系以指示刺激脉冲是否诱导期望的生理响应|记录测试信号|量化第一群数据与第二群数据之间的关系,自主神经刺激治疗,生理参数对比,1.0,False,无关,涉及自主神经刺激，非脑信号采集或神经调控
WO2020216573A1,A61N1,电疗器械,世界知识产权组织,0,2020,制造方法,植入式电极装置,,2.0,False,无关,仅涉及柔性电极装置制造，未提及脑信号采集或神经调控应用。
US12029894B2,A61N1,电疗器械,美国,0,2021,,,,1.0,False,无关,电刺激系统未明确涉及脑信号，生物信号非核心，属一般医疗器械。
US11413452B2,A61N1,电疗器械,美国,0,2020,电刺激|预先植入电极,治疗或预防人类受试者的慢性炎症,刺激位置|迷走神经刺激,1.0,False,无关,涉及周围神经电刺激治疗炎症，非脑信号采集或神经调控
US10765867B2,A61N1,电疗器械,美国,0,2019,插入导线结构|施加导线结构,血管内,,0.0,False,无关,刺激外周神经，非脑信号采集或脑调控
US10433902B2,A61B18,外科电热器械,美国,0,2013,控制算法调节输送到电极的电流或电流密度|控制能量输送,导管治疗|电和/或热诱导的神经调节,电极接触表面积保持一致|电流或电流密度控制,0.0,False,无关,涉及神经调节电极能量控制，但未涉及脑信号采集解码或BCI应用。
US10201707B2,A61B6,放射诊断设备,美国,0,2018,外科植入电极引线|电刺激|递送电刺激,自身免疫性疾病治疗,电刺激指向岛状皮层特定体积|确保非治疗体积不接收电刺激,2.0,False,无关,电刺激治疗自身免疫疾病，非脑信号采集或神经调控接口
US20090248095A1,A61N1,电疗器械,美国,0,2009,,可植入电刺激系统,,98.0,False,无关,神经刺激引线为一般医疗器械，未涉及脑信号采集或解码，非BCI核心应用。
US20070255372A1,A61N1,电疗器械,美国,0,2006,在将远端部分连接在一起之前将多个电极表面连接到远端部分|将一对引线体中的每一个的远端部分彼此连接,脊髓刺激,,88.0,False,无关,涉及脊髓刺激电引线制造，非脑信号采集或神经调控
US12558534B2,A61N1,电疗器械,美国,0,2024,,,,0.0,False,无关,电刺激系统未明确涉及脑信号，生物信号非核心，属一般医疗器械。
US4800898A,A61N1,电疗器械,美国,0,1987,柔性细长翼构件在安装期间挠曲，安装后从护套横向延伸,患者的硬膜外空间,机械稳定原理,182.0,False,无关,仅涉及神经刺激器电极的机械结构，未涉及脑信号采集解码或BCI应用。
US4590946A,A61B5,身体诊断测量,美国,0,1984,包裹膜绝缘|封装引入导体|螺旋缠绕基底|锚固引入导体,外科植入|神经或神经束,绝缘材料|螺旋方式缠绕,548.0,False,无关,涉及神经电极植入，但未明确脑信号采集或脑机接口应用
US4549556A,A61N1,电疗器械,美国,0,1982,操纵导线的两端安装和固定|通过环状圈套器进行圈套,刺激患者的脊髓|患者硬膜外空间,电刺激,291.0,False,无关,涉及脊髓电刺激引线，非脑信号采集或脑机接口应用。
US20220409899A1,A61N1,电疗器械,美国,0,2021,电极间距离设置|电极阵列对称分布,脊髓刺激,,6.0,False,无关,涉及脊髓刺激，非脑信号采集或神经调控
US20150005680A1,A61N1,电疗器械,美国,0,2014,产生诊断诱发电位|传递电脉冲|植入电极|自动分析数据|闭环系统自动执行神经刺激,诊断和治疗椎间盘源性腰痛,交感神经刺激|光或机械振动引导能量|神经冷却,127.0,False,无关,涉及脊柱神经刺激，非脑信号采集或脑调控
US20150119790A1,A61N1,电疗器械,美国,0,2015,电刺激信号传递|经血管刺激|长期植入,可植入系统,可扩张电极邻接容器壁预定表面积|经血管刺激神经干,12.0,False,无关,经血管刺激神经干，非脑信号采集或脑调控，不涉及脑机接口。
US6510347B2,A61N1,电疗器械,美国,0,2001,多通道递送|沿组织平躺|电极尺寸变化,组织刺激,,582.0,False,无关,涉及组织刺激导管，未提及脑信号或脑机接口应用。
US5571148A,A61N1,电疗器械,美国,0,1994,外部控制单元控制|感应耦合|选择性激活微刺激器,可植入系统|耳蜗假体,信息信号控制刺激脉冲|感应耦合功率传输,573.0,False,无关,耳蜗假体刺激听觉神经，非脑信号采集或神经调控，不属BCI。
WO2019171052A1,A61N1,电疗器械,世界知识产权组织,0,2019,控制驱动通过微电极阵列的刺激电流的图案,听觉植入,金属或金属氧化物纳米结构层,0.0,False,无关,听觉植入物刺激耳部，非脑信号采集或神经调控
WO2019112957A1,A61N1,电疗器械,世界知识产权组织,0,2018,将电容器的第二板电耦合到电极|控制多个开关以将电容器的第一板电耦合到电极|控制开关装置通过天线向发射机输出确认信号,生物电子植入物,两相刺激|反向散射,0.0,False,无关,仅涉及神经刺激，未提及脑信号采集或解码，非BCI核心或边缘应用。
WO2008016881A2,A61B5,身体诊断测量,世界知识产权组织,0,2007,测量局部组织的电位|通电流到组织,脑监测和调节,刺激电极通电流到组织|记录电极适于测量局部组织的电位,14.0,False,无关,涉及组织电刺激与电位记录，未明确脑信号或神经调控
AU2002340189B2,A61N1,电疗器械,澳大利亚,0,2002,确定期望配置|自动优化参数|评估响应信号|输送刺激|配置电极,神经刺激,刺激产生响应信号，根据响应信号评估并确定刺激参数和电极构型,5.0,False,无关,涉及神经刺激参数优化，但未提及脑信号采集或解码，非BCI核心。
US6178349B1,A61N1,电疗器械,美国,0,1999,刺激选择性神经|递送神经刺激药物,心血管疾病治疗,神经刺激实现对患者心血管系统的控制,771.0,False,无关,刺激心血管神经，非脑信号采集或脑调控
US20140163639A1,A61N1,电疗器械,美国,0,2013,三维铅迁移检测|生成新的刺激参数集|自动神经刺激校正|重新编程,治疗|神经刺激系统,基于测量确定神经刺激引线是否发生三维迁移,48.0,False,无关,涉及神经刺激引线迁移监测，非脑信号采集或解码，不属BCI
US20130144362A1,A61N1,电疗器械,美国,0,2012,脉冲切片|递送多个第一电脉冲|递送第三电脉冲|递送第二电脉冲,治疗,电极极性相反|电脉冲暂时偏移,5.0,False,无关,涉及一般神经刺激治疗，未明确脑信号采集或解码，非BCI核心应用。
US11944820B2,A61N1,电疗器械,美国,0,2019,定位可植入电极阵列于混合神经近侧|细化刺激参数|获得电生理反应记录|评估记录的一个或多个所选特征|识别纤维类型的募集水平|递送电刺激,神经刺激,刺激参数调整|通过评估电生理反应特征识别纤维募集水平,1.0,False,无关,涉及外周混合神经刺激，非脑信号采集或脑机接口应用。
US6024702A,A61B5,身体诊断测量,美国,0,1997,柔性印刷电路制造|蚀刻印刷电路|覆盖非导电覆盖材料,植入式医疗设备,柔性电极适应性|电接触区域延伸穿过覆盖材料,356.0,False,无关,通用可植入电极，未特指脑信号或BCI应用
US10974043B2,A61B5,身体诊断测量,美国,0,2017,电极与周围环境电隔离|电极穿过阻挡元件的进入点和出口点,周围神经的束内刺激和/或感测,通过活性位点进行电刺激或感测,0.0,False,无关,涉及周围神经刺激感测，非脑信号，不属脑机接口
US9814881B2,A61N1,电疗器械,美国,0,2015,产生异相电场|延时电刺激|电刺激,疼痛治疗|脊髓刺激,异相电场干扰神经元活动,8.0,False,无关,电刺激脊髓治疗疼痛，非脑信号采集或神经调控
US11577083B2,A61N1,电疗器械,美国,0,2021,捕获验证|调整刺激参数,神经刺激系统,刺激捕获,0.0,False,无关,涉及迷走神经刺激，非脑信号采集或脑机接口应用。
US6871099B1,A61N1,电疗器械,美国,0,2001,开环操作|感测状态调节刺激参数|电感耦合再充电|闭环操作,慢性疼痛治疗|脊髓刺激,反馈控制|神经刺激,691.0,False,无关,涉及脊髓神经刺激，非脑信号采集或脑机接口应用。
US7634315B2,A61N1,电疗器械,美国,0,2007,周期性获取复合动作电位|实施神经刺激疗法|评估目标神经状况|递送电神经刺激,神经刺激治疗,神经刺激响应,250.0,False,无关,涉及神经刺激与动作电位评估，但未涉及脑信号采集解码或BCI应用。
US20180085585A1,A61N1,电疗器械,美国,0,2017,确定第一感测信号对运动的第一改变|确定第二感测信号对运动的第二改变|调节电刺激疗法的至少一个参数的电平|选择感测信号,电刺激治疗,运动不同步的适应性,15.0,False,无关,电刺激疗法但未涉及脑信号，仅基于运动感测信号，非BCI核心。
US20100114260A1,A61N1,电疗器械,美国,0,2009,传输并聚焦刺激信号,植入式治疗性神经刺激,尖锐的尖端用于聚焦|电极连接,21.0,False,无关,仅涉及一般组织电刺激，未明确脑信号采集或神经调控
US11691013B2,A61N1,电疗器械,美国,0,2021,放置电极|施加双相波形|正阳极脉冲|负阴极脉冲,伤口愈合|共济失调|阿尔茨海默病,刺激激素分泌物或胰岛素的释放|降低皮肤的细胞膜电位,0.0,False,无关,涉及神经刺激但非脑机接口，未采集或解码脑信号，且针对小脑等非BCI应用
US7162304B1,A61N1,电疗器械,美国,0,2004,将EKG电极放置在刺激引线上|将IPG盒用作EKG电极以及无关电极|提供电刺激|监测心电图信号|连接单独的第二引线,脊髓刺激,双重功能|电极连接,285.0,False,无关,涉及心脏电刺激与心电图监测，未涉及脑信号或神经调控。
US20060135998A1,A61N1,电疗器械,美国,0,2005,反馈控制信号接收与处理|神经刺激控制信号调整,闭环神经刺激,反馈控制,461.0,False,无关,涉及自主神经系统而非脑信号，非脑机接口领域。
US20090287277A1,A61N1,电疗器械,美国,0,2008,电互连|路由,神经刺激,无需修改信号|直接路由,57.0,False,无关,涉及神经刺激电极接口，但未提及脑信号采集或解码，非BCI核心应用。
