主题码,主题名,n_国内,n_国外,F_AB,C_AB,H_AB,S_AB,F_J,C_J,H_J,g_A,g_B,G_AB,p_A初期,p_A末期,p_B初期,p_B末期,Δp_A,Δp_B,T_AB,M_AB,K_B,A_B,V_B,R_AB,标记,问题相似度,风险排名
A61N7,超声治疗,0,6,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.47117495754516053,0.7195740848296363,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6097870424148182,1.0,0.0,1.0,0.2682978404024697,样本不足;未达标,,21.0
A63B22,健身训练器械,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.15694461266687276,0.5778342919397081,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5389171459698541,1.0,,,,样本不足;未达标;无高价值专利,,
A63B71,运动辅助用品,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
A63F13,视频游戏,1,2,0.5150381922721863,0.4157024025917053,1.0,0.6435801982879639,0.0,0.0,1.0,0.1584336412708446,0.15694461266687276,0.4992554862482609,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49962774312413044,0.75,,,,样本不足;未达标;无高价值专利,,
A63F9,桌面游戏,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,0.0,1.0,0.25654671631280374,样本不足;未达标,,40.0
A66N1,未知分类,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09902102579427792,0.5493493254963753,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5246746627481876,1.0,0.0,1.0,0.25411244379136455,样本不足;未达标,,41.0
B25J13,机械手控制,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.1584336412708446,0.0,0.4214394042463551,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4607197021231776,0.0,,,,样本不足;未达标;无高价值专利,,
B29L31,塑料制品,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
B60K35,车辆仪表显示,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,,
B60Q1,车辆信号装置,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
B60W20,混合动力控制,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09902102579427785,0.5493493254963752,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5246746627481875,1.0,,,,样本不足;未达标;无高价值专利,,
B60W50,车辆控制诊断,0,3,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3168672825416892,0.6533357805404173,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5766678902702087,1.0,,,,样本不足;未达标;无高价值专利,,
B64C39,飞行器结构,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
B81B7,微机械系统,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.17823784642970017,0.0,0.41181296823779734,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45590648411889867,0.0,,,,样本不足;未达标;无高价值专利,,
B81C1,微结构制造,3,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.2574546670651225,0.0,0.37404337003779076,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4370216850188954,0.0,,,,样本不足;未达标;无高价值专利,,
C12M3,组织培养装置,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
C12N5,动物细胞培养,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
C12P19,糖类生物合成,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G01C21,导航定位测量,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
G01N21,光学检测,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.1584336412708446,0.0,0.4214394042463551,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4607197021231776,0.0,,,,样本不足;未达标;无高价值专利,,
G01N27,电化学检测,2,1,0.5057693123817444,0.4957176744937897,0.5910417139530182,0.5308429002761841,0.0,0.0,1.0,0.2361614333022951,0.17823784642970017,0.4710705534620642,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48553527673103214,0.06666666666666667,,,,样本不足;未达标;无高价值专利,,
G01N33,生物材料分析,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.19169876479042974,0.594692283702177,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5473461418510885,1.0,0.0,1.0,0.25789102364184807,样本不足;未达标,,34.0
G01R33,磁共振测量,1,8,0.5235722064971924,0.522438645362854,0.5715548992156982,0.5391885836919148,0.0,0.0,1.0,0.1584336412708446,0.5070770187281471,0.667585936535095,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5837929682675476,0.6666666666666666,,,,样本不足;未达标;无高价值专利,,
G02B27,光学元件系统,1,10,0.5383415222167969,0.4906942844390869,0.36886298656463623,0.46596626440683997,0.0,0.0,1.0,0.1584336412708446,0.5940742884234589,0.7050122387303732,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6025061193651866,0.9805825242718447,0.0,0.9902912621359223,0.37109492290753404,样本不足;未达标,,15.0
G02B5,光学滤光片,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G03B17,相机结构,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09902102579427792,0.5493493254963753,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5246746627481876,1.0,0.0,1.0,0.25411244379136455,样本不足;未达标,,43.0
G05B13,自适应控制,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G05B19,程序控制系统,1,1,0.5687294006347656,0.4643793702125549,0.4224768877029419,0.4851952195167541,0.0,0.0,1.0,0.09902102579427785,0.09902102579427785,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,,,,样本不足;未达标;无高价值专利,,
G05D23,温度控制,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
G06F1,计算机电源,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G06F123,计算机接口,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
G06F15,数字计算机,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09267773899615182,0.5462066530252184,0.0,0.0,0.005494505494505495,0.0,0.0,-0.005494505494505495,0.49725277489855857,0.5217297139618885,1.0,0.0,1.0,0.25362161899364805,样本不足;未达标,,44.0
G06F16,信息检索,3,2,0.4955455958843231,0.5016666650772095,0.5292187929153442,0.5088103512922922,0.0,0.0,1.0,0.2922088191886794,0.2511113802669965,0.47946284165406966,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4897314208270348,0.2,,,,样本不足;未达标;无高价值专利,,
G06F17,数据处理,2,15,0.6184237003326416,0.664300799369812,0.34677183628082275,0.5431654453277588,0.0,0.1111111111111111,1.0,0.26269609764151547,0.6476062169628556,0.6834820064620534,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.5131548582061607,0.5983184323341071,0.956140350877193,0.0,0.9780701754385965,0.42811991007523315,样本不足,,4.0
G06F18,模式识别,26,6,0.5949232578277588,0.6720196008682251,0.4363393783569336,0.5677607456843058,0.0,0.03333333333333333,1.0,0.565000605600742,0.3968123951038925,0.416689955373177,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4583449776865885,0.08641975308641975,,,,未达标;无高价值专利,,
G06F19,医疗信息处理,5,7,0.5804024934768677,0.5357400178909302,0.4932924509048462,0.536478320757548,0.0,0.0,1.0,0.4177645093221777,0.4912899463249744,0.5366966151445454,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.5131548582061607,0.524925736675353,0.7423728813559322,0.0,0.8711864406779661,0.3744919582478363,未达标,,14.0
G06F21,安全防护,1,5,0.5097203850746155,0.4987403154373169,0.463525652885437,0.4906621177991231,0.0,0.0,1.0,0.09902102579427785,0.4055021769014497,0.6486162467589098,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5743081233794549,0.875,,,,样本不足;未达标;无高价值专利,,
G06F3,输入输出装置,84,192,0.7533369064331055,0.7372661828994751,0.26963305473327637,0.5867453813552856,0.03465982028241335,0.06422018348623854,0.963963963963964,0.9778464871513954,0.9658412027293275,0.4939976461529877,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49699882307649385,0.5775792038992689,0.3333333333333333,0.6221229352829678,0.3283197614458101,未达标,,19.0
G06F30,计算机辅助设计,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
G06F9,程序控制,1,1,0.5059263706207275,0.4028235077857971,0.6016589403152466,0.5034696062405903,0.0,0.0,1.0,0.09902102579427785,0.1584336412708446,0.529671403994872,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.514835701997436,0.8571428571428571,,,,样本不足;未达标;无高价值专利,,
G06G7,模拟计算机,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G06K11,数据识别,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.21635722814343952,0.6065216689022989,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5532608344511494,1.0,,,,样本不足;未达标;无高价值专利,,
G06K9,图像识别,31,17,0.6082233190536499,0.647011399269104,0.3953073024749756,0.5501806735992432,0.005405405405405406,0.04081632653061224,0.9859154929577465,0.7798558301323862,0.7185349542567339,0.4693779346490621,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48468896732453104,0.28820960698689957,0.0,0.6441048034934498,0.31052025859163324,,,20.0
G06N20,机器学习,1,4,0.5271953344345093,0.4978822469711303,0.5294731557369232,0.5181835790475209,0.0,0.0,1.0,0.09902102579427785,0.3240864693764237,0.610670353094581,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5553351765472905,0.875,,,,样本不足;未达标;无高价值专利,,
G06N3,神经网络,11,21,0.6483262777328491,0.6421566009521484,0.4421904683113098,0.5775577823321024,0.016260162601626018,0.021739130434782608,1.0,0.4491534318555522,0.6471113738624767,0.5977060130697569,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5488530065348785,0.7692307692307693,,,,无高价值专利,,
G06N5,知识推理,3,4,0.567297101020813,0.5951420068740845,0.5131587386131287,0.5585326155026753,0.0,0.0,1.0,0.1980420515885557,0.3883533430471446,0.5940232535832743,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5470116267916372,0.9,,,,未达标;无高价值专利,,
G06N99,人工智能其他,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09902102579427785,0.5493493254963752,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5246746627481875,1.0,,,,样本不足;未达标;无高价值专利,,
G06Q10,管理资源系统,3,3,0.7767337560653687,0.7236705422401428,0.14424753189086914,0.5482172767321268,0.21739130434782608,0.2,0.5,0.3168672825416892,0.3168672825416892,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8944099378881988,0.0,0.9472049689440993,0.3966913834738682,未达标,,10.0
G06Q30,商业交易系统,11,28,0.6320054531097412,0.7147176265716553,0.38166922330856323,0.5761307676633198,0.0078125,0.05084745762711865,0.9574468085106383,0.5283702524909745,0.776456424905383,0.6215593972984373,0.0,0.0,0.0,0.2631578947368421,0.0,0.2631578947368421,0.628623419215673,0.6250914082570551,0.920314253647587,0.0,0.9601571268237935,0.45665522772664124,,,1.0
G06Q50,行业管理系统,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2511113802669965,0.6229815458180177,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5614907729090088,1.0,,,,样本不足;未达标;无高价值专利,,
G06Q99,商业其他系统,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,0.0,1.0,0.2573489193135169,样本不足;未达标,,36.0
G06T1,图像处理基础,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G06T11,图像生成,7,1,0.5760077238082886,0.4909958839416504,0.6252650022506714,0.5640895366668701,0.0,0.0,1.0,0.41588830833596707,0.09902102579427785,0.34666421945958265,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4233321097297913,0.047619047619047616,,,,样本不足;未达标;无高价值专利,,
G06T12,图像变换,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
G06T13,动画制作,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G06T15,三维渲染,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G06T17,三维建模,1,2,0.5222286581993103,0.2943173050880432,0.4549121856689453,0.4238193829854329,0.0,0.0,1.0,0.1584336412708446,0.15694461266687276,0.4992554862482609,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49962774312413044,0.6666666666666666,,,,样本不足;未达标;无高价值专利,,
