主题码,主题名,n_国内,n_国外,F_AB,C_AB,H_AB,S_AB,F_J,C_J,H_J,g_A,g_B,G_AB,p_A初期,p_A末期,p_B初期,p_B末期,Δp_A,Δp_B,T_AB,M_AB,K_B,A_B,V_B,R_AB,标记,问题相似度,风险排名
C0→C2,脑电情绪识别分析→柔性电极采集装置,45,70,0.6042596697807312,0.7206400632858276,0.3946746587753296,0.5731914639472961,0.0,0.017543859649122806,1.0,0.7866057781540008,0.6073936135656598,0.4113410448574413,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45567052242872064,0.8650602409638555,0.0,0.9325301204819277,0.61879775118522,,0.6469774842262268,1174.0
C0→C20,脑电情绪识别分析→脑控轮椅交互系统,45,10,0.6366143226623535,0.5772464871406555,0.39302343130111694,0.535628080368042,0.0,0.0,1.0,0.7866057781540008,0.50031249376726,0.3606402020781792,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4303201010390896,0.5454545454545454,,,,无高价值专利,0.5468969345092773,
C0→C21,脑电情绪识别分析→多模态脑电融合分析,45,46,0.7024024128913879,0.6973540782928467,0.3302863836288452,0.5766809582710266,0.011976047904191617,0.010526315789473684,0.9793103448275862,0.7866057781540008,0.3291122455290337,0.28598041443465705,0.0,0.0,0.018018018018018018,0.0,0.0,-0.018018018018018018,0.49099196578624643,0.3884861901104517,0.9682345754428833,0.0,0.9841172877214417,0.6182546715469848,,0.6723613739013672,1197.0
C0→C22,脑电情绪识别分析→脑机虚拟交互控制,45,18,0.6775456666946411,0.6953576803207397,0.35934484004974365,0.5774160623550415,0.0,0.03076923076923077,0.9903846153846154,0.7866057781540008,0.5586537376365586,0.3879579383190349,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.44397896915951746,0.7864583333333334,0.0,0.8932291666666667,0.6122952950740741,,0.6125365495681763,1400.0
C0→C23,脑电情绪识别分析→生物信号虚拟交互,45,26,0.6296515464782715,0.6924594640731812,0.406913161277771,0.5763413906097412,0.0,0.013157894736842105,1.0,0.7866057781540008,0.5849439801948719,0.40051407281843365,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.4480048450876015,0.9470198675496688,0.0,0.9735099337748344,0.6267530260263696,,0.6121302843093872,858.0
C0→C24,脑电情绪识别分析→闭环神经调控系统,45,24,0.6627401113510132,0.646384060382843,0.3617545962333679,0.5569595893224081,0.0,0.0,1.0,0.7866057781540008,0.5622256589370602,0.389655570870794,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.444827785435397,0.9495841995841996,0.125,0.9122920997920998,0.6027392852648423,,0.607276439666748,1586.0
C0→C25,脑电情绪识别分析→脑电信号模式识别,45,30,0.7085294723510742,0.7185249328613281,0.3482869863510132,0.5917804638544718,0.02054794520547945,0.023255813953488372,0.9925373134328358,0.7866057781540008,0.7095321562876163,0.4615393154792167,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48076965773960834,0.872852233676976,,,,无高价值专利,0.6514763832092285,
C0→C26,脑电情绪识别分析→神经刺激电极装置,45,43,0.6175184845924377,0.6868176460266113,0.3909757137298584,0.5651039481163025,0.0,0.02,0.9923076923076923,0.7866057781540008,0.578603280366496,0.39747311371011473,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.44873655685505737,0.9559055118110236,0.0,0.9779527559055118,0.6202928423974551,,0.6083203554153442,1120.0
C0→C27,脑电情绪识别分析→认知意识神经评估,45,31,0.6764606237411499,0.6359614133834839,0.35923492908477783,0.5572189887364706,0.0037313432835820895,0.0,0.9915966386554622,0.7866057781540008,0.8069023936113827,0.5101469144177002,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.517234548877195,0.5136907316474476,0.916256157635468,0.0,0.958128078817734,0.6227952420260267,,0.6300630569458008,1022.0
C0→C28,脑电情绪识别分析→脑波交互反馈系统,45,44,0.6925028562545776,0.6812095642089844,0.3460196256637573,0.5732440153757731,0.006006006006006006,0.019417475728155338,0.9926470588235294,0.7866057781540008,0.7644472515623096,0.48892254965529475,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49446127482764735,0.7387755102040816,0.0,0.8693877551020408,0.6144665401901348,,0.6331647038459778,1321.0
C0→C29,脑电情绪识别分析→深部脑刺激调控,45,83,0.6954529285430908,0.7068672180175781,0.34929072856903076,0.5838702917098999,0.0,0.028368794326241134,0.9836956521739131,0.7866057781540008,0.6351596374162822,0.42485059363417893,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46242529681708944,0.957544993077988,0.06666666666666667,0.9454391632056607,0.629219490844142,,0.6496109366416931,757.0
C0→C3,脑电情绪识别分析→脑电状态检测评估,45,50,0.7287111878395081,0.7045384645462036,0.3291410803794861,0.5874635775883993,0.014326647564469915,0.0,0.9797297297297297,0.7866057781540008,0.5131838629552182,0.3665969739869778,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43329848699348894,0.9434650455927052,0.0,0.9717325227963526,0.6310313459280749,,0.646777868270874,682.0
C0→C30,脑电情绪识别分析→脑电神经反馈康复训练,45,27,0.7075154185295105,0.6882975697517395,0.3541971445083618,0.5833367109298706,0.014134275618374558,0.02127659574468085,0.9926470588235294,0.7866057781540008,0.5959707455919181,0.4058206093595173,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.4506581133581434,0.7529002320185615,0.3333333333333333,0.7097834493426142,0.5820883361163848,,0.63848876953125,1733.0
C0→C31,脑电情绪识别分析→植入式神经接口系统,45,22,0.5800917744636536,0.6618775129318237,0.4362466335296631,0.5594053069750468,0.0,0.013513513513513514,1.0,0.7866057781540008,0.5840290770930134,0.40007481176800735,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45003740588400365,1.0,0.0,1.0,0.6205483615484405,,0.5878618359565735,1110.0
C0→C32,脑电情绪识别分析→脑电信号评估分析,45,48,0.7359036803245544,0.6890891790390015,0.3219641447067261,0.5823190013567606,0.030211480362537766,0.007751937984496124,0.9937888198757764,0.7866057781540008,0.5236597877749698,0.37147552687087565,0.0,0.0,0.018018018018018018,0.06896551724137931,0.0,0.050947499223361295,0.5254517321781959,0.4484636295245358,0.9023331524688009,0.0,0.9511665762344004,0.626743590540655,,0.658298134803772,859.0
C0→C33,脑电情绪识别分析→神经信号采集解码,45,67,0.6977820992469788,0.7232663631439209,0.35383737087249756,0.5916286110877991,0.007978723404255319,0.02702702702702703,0.994535519125683,0.7866057781540008,0.6501304005657931,0.4321828328517566,0.0,0.0,0.018018018018018018,0.0,0.0,-0.018018018018018018,0.49099196578624643,0.4615873993190015,0.9439330543933054,0.0,0.9719665271966527,0.6388267841185451,,0.656404435634613,356.0
C0→C34,脑电情绪识别分析→脑电图像生成与映射,45,39,0.700316309928894,0.6883553266525269,0.3382449150085449,0.5756388505299885,0.012779552715654952,0.010869565217391304,0.9772727272727273,0.7866057781540008,0.5842642844359555,0.4001877236339817,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.4478416704953756,0.7593283582089553,0.0,0.8796641791044777,0.6093862314480154,,0.6549509167671204,1483.0
C0→C35,脑电情绪识别分析→神经刺激参数优化,45,56,0.6792589426040649,0.6796913146972656,0.36854517459869385,0.5758318106333414,0.0028169014084507044,0.00980392156862745,0.9935897435897436,0.7866057781540008,0.5508990447467422,0.38428174957885575,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.4398886834678126,0.9911555470101904,0.0,0.9955777735050952,0.6288725131445072,,0.6236664056777954,767.0
C0→C36,脑电情绪识别分析→自适应神经刺激调控,45,15,0.664581835269928,0.6601704955101013,0.367722749710083,0.5641583601633707,0.0,0.0,1.0,0.7866057781540008,0.520118521467215,0.3698233976210695,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43491169881053476,0.9539347408829175,0.0,0.9769673704414588,0.6170887353815546,,0.630871593952179,1233.0
C0→C37,脑电情绪识别分析→神经调节刺激控制,45,59,0.6589860320091248,0.6607248187065125,0.37101125717163086,0.5635740359624227,0.014367816091954023,0.0,0.9939759036144579,0.7866057781540008,0.4658115066911082,0.3448875354250169,0.0,0.0,0.018018018018018018,0.0,0.0,-0.018018018018018018,0.49099196578624643,0.41793975060563165,0.992143511850203,0.0,0.9960717559251016,0.6170775765400003,,0.6224409937858582,1234.0
C0→C38,脑电情绪识别分析→事件相关电位分析,45,7,0.6705496311187744,0.6311266422271729,0.3585430383682251,0.5534064372380574,0.0,0.0,0.9895833333333334,0.7866057781540008,0.5150485035655191,0.3674633566525965,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4337316783262982,0.7263157894736842,,,,无高价值专利,0.6071439981460571,
C0→C39,脑电情绪识别分析→脑活动监测与解码,45,35,0.6934827566146851,0.6794145107269287,0.35002565383911133,0.5743076403935751,0.0036900369003690036,0.0,0.9905660377358491,0.7866057781540008,0.8267363689746892,0.5200545308638845,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5100272654319422,0.8997214484679665,0.0,0.9498607242339833,0.6321244262128582,,0.6432670950889587,641.0
C0→C4,脑电情绪识别分析→神经刺激调控系统,45,84,0.6825945377349854,0.6960610747337341,0.34917640686035156,0.5759440064430237,0.009324009324009324,0.0,0.9837837837837837,0.7866057781540008,0.5739366304571628,0.39524005124501776,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.517234548877195,0.4562373000611064,0.9646086282614311,0.0,0.9823043141307155,0.6294846314693665,,0.6335952281951904,745.0
C0→C40,脑电情绪识别分析→脑电虚拟现实交互,45,5,0.6976250410079956,0.6314276456832886,0.34525835514068604,0.5581036806106567,0.0,0.0,1.0,0.7866057781540008,0.409545021537841,0.31992390770837714,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.517234548877195,0.41857922829278604,0.6150442477876106,0.0,0.8075221238938053,0.5794653639873847,,0.6149859428405762,1744.0
C0→C41,脑电情绪识别分析→脑电电极采集装置,45,40,0.5947918891906738,0.6929444074630737,0.4217005968093872,0.5698122978210449,0.0033444816053511705,0.022988505747126436,1.0,0.7866057781540008,0.4445427445021895,0.3353410301625586,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.517234548877195,0.4262877895198768,0.9487505294366794,0.0,0.9743752647183397,0.6188146145308411,,0.6401752233505249,1173.0
C0→C42,脑电情绪识别分析→脑电听觉调控降噪,45,20,0.6728062629699707,0.6771914958953857,0.37100696563720703,0.5736682415008545,0.0,0.012987012987012988,1.0,0.7866057781540008,0.6573096058558042,0.4357097725041714,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4678548862520857,0.9382022471910112,0.0,0.9691011235955056,0.627714087847617,,0.6335235238075256,815.0
C0→C43,脑电情绪识别分析→癫痫监测预测干预,45,21,0.6867273449897766,0.6769871711730957,0.38491058349609375,0.5828750332196553,0.0,0.015151515151515152,1.0,0.7866057781540008,0.4366782007220494,0.33184434264543916,0.0,0.0,0.018018018018018018,0.0,0.0,-0.018018018018018018,0.49099196578624643,0.4114181542158428,0.9698535745047373,0.0,0.9849267872523686,0.6265133940425235,,0.6121674180030823,864.0
C0→C44,脑电情绪识别分析→脑电频率识别分析,45,13,0.7120797634124756,0.7146444320678711,0.3131079077720642,0.5799440344174703,0.008547008547008548,0.016666666666666666,1.0,0.7866057781540008,0.6381395033007632,0.4263075175895818,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4631537587947909,0.7122302158273381,0.0,0.8561151079136691,0.6105946271612539,,0.6764020919799805,1450.0
C0→C5,脑电情绪识别分析→眼动脑电视觉分析,45,27,0.6975739002227783,0.6492215991020203,0.3575643301010132,0.5681199431419373,0.0,0.012195121951219513,1.0,0.7866057781540008,0.5322104001372527,0.37547704330019854,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.435486330328484,0.8195050946142649,0.0,0.9097525473071324,0.6078155220942686,,0.6240021586418152,1510.0
C0→C6,脑电情绪识别分析→电极阵列植入制造,45,42,0.562351644039154,0.6818606853485107,0.4119107723236084,0.5520410339037577,0.0,0.00980392156862745,0.9925373134328358,0.7866057781540008,0.571474259607952,0.39406352248895693,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.44703176124447846,0.9067315490673155,0.0,0.9533657745336577,0.6071155453507611,,0.5965293645858765,1521.0
C0→C7,脑电情绪识别分析→视觉刺激脑电分析,45,48,0.7160196304321289,0.6798654198646545,0.3310995101928711,0.5756615201632181,0.0032258064516129032,0.02247191011235955,0.9784172661870504,0.7866057781540008,0.7934048652653686,0.5033994911724223,0.0,0.0,0.0,0.06896551724137931,0.0,0.06896551724137931,0.5344281929745097,0.518913842073466,0.9191073919107392,0.0,0.9595536959553697,0.6362283823374636,,0.6377613544464111,444.0
C0→C8,脑电情绪识别分析→神经刺激监测装置,45,128,0.6770225763320923,0.6912109851837158,0.3464885950088501,0.571574052174886,0.006109979633401222,0.010050251256281407,0.9824561403508771,0.7866057781540008,0.7415056039068469,0.47746518959962186,0.0,0.0,0.009009009009009009,0.13793103448275862,0.0,0.12892202547374962,0.5641062381131012,0.5207857138563615,0.9955230399650579,0.0,0.9977615199825289,0.6403284921002317,,0.6488562822341919,309.0
C0→C9,脑电情绪识别分析→经颅聚焦刺激装置,45,47,0.6356912851333618,0.6564522981643677,0.38760554790496826,0.5599163770675659,0.003367003367003367,0.009174311926605505,0.9847328244274809,0.7866057781540008,0.5980469930299713,0.4068222917535039,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4534111458767519,0.9824984912492456,0.0,0.9912492456246228,0.6199664819588198,,0.6255679130554199,1133.0
C1→C0,脑电特征提取分类→脑电情绪识别分析,15,58,0.7125487327575684,0.7086493372917175,0.3279372453689575,0.5830451051394144,0.01937984496124031,0.0125,0.9916666666666667,0.5934485397194582,0.5536726087522731,0.48012251629676805,0.0,0.0,0.02702702702702703,0.0,0.0,-0.02702702702702703,0.48648977588659537,0.4833061460916817,0.7784615384615384,0.25,0.7642307692307693,0.5990052877020363,,0.6550671458244324,1630.0
C1→C10,脑电特征提取分类→神经信息分析诊断,15,36,0.6238776445388794,0.6422078609466553,0.42635679244995117,0.5641474326451619,0.0,0.0,1.0,0.5934485397194582,0.5811448339517777,0.49384845752227113,0.0,0.0,0.0,0.13793103448275862,0.0,0.13793103448275862,0.5685314644405662,0.5311899609814187,0.9879379666858128,0.0,0.9939689833429064,0.6364284914468551,,0.6075737476348877,429.0
C1→C11,脑电特征提取分类→睡眠脑电调控增强,15,51,0.6728898286819458,0.6403305530548096,0.4032022953033447,0.5721408923467,0.009852216748768473,0.0136986301369863,0.978021978021978,0.5934485397194582,0.6835550559100223,0.5449317208918768,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.5202136691243231,0.949193066347878,0.0,0.974596533173939,0.6366844110177765,,0.6132476329803467,417.0
C1→C12,脑电特征提取分类→视觉脑电解码评估,15,30,0.6581051349639893,0.635704517364502,0.39697587490081787,0.563595175743103,0.0,0.0196078431372549,1.0,0.5934485397194582,0.7829175892646888,0.593616959837616,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.546808479918808,0.6666666666666666,0.0,0.8333333333333333,0.6111359719179726,,0.592156708240509,1434.0
C1→C13,脑电特征提取分类→多模态神经交互评估,15,43,0.6769168376922607,0.6418967247009277,0.37879037857055664,0.5658679803212483,0.009523809523809525,0.0,1.0,0.5934485397194582,0.6373326104204997,0.5219279607832241,0.0,0.0,0.009009009009009009,0.1724137931034483,0.0,0.1634047840944393,0.5809828937506275,0.5514554272669259,0.8674772036474164,0.0,0.9337386018237082,0.6308561650869489,,0.6277433633804321,694.0
C1→C14,脑电特征提取分类→脑电信号采集处理,15,66,0.6912611722946167,0.715881884098053,0.36799919605255127,0.591714084148407,0.003745318352059925,0.009900990099009901,0.9910714285714286,0.5934485397194582,0.679455675419048,0.5428978449380071,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.5191967311473883,0.7874493927125507,0.0,0.8937246963562753,0.6351880957681806,,0.6633820533752441,490.0
C1→C15,脑电特征提取分类→心理生理反馈调节,15,18,0.5838838815689087,0.6301393508911133,0.43726205825805664,0.5504284302393595,0.0,0.05714285714285714,1.0,0.5934485397194582,0.5865596100887834,0.4965555896720207,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4982777948360103,0.8366666666666667,0.0,0.9183333333333333,0.6088478488122425,,0.573360025882721,1492.0
C1→C16,脑电特征提取分类→事件相关电位检测,15,37,0.6275915503501892,0.6332933902740479,0.4301588535308838,0.5636812647183735,0.0,0.0,1.0,0.5934485397194582,0.4632333326977074,0.43525790583659485,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4676289529182974,0.9571865443425076,0.0,0.9785932721712538,0.6227334213795066,,0.6183496713638306,1026.0
C1→C17,脑电特征提取分类→神经反馈刺激分析,15,58,0.662176251411438,0.6415178775787354,0.38561028242111206,0.5631014704704285,0.010256410256410256,0.02127659574468085,0.9895833333333334,0.5934485397194582,0.6150229443551454,0.5107855289772029,0.0,0.0,0.0,0.27586206896551724,0.0,0.27586206896551724,0.6345355116007656,0.5726605202889843,0.9730941704035875,0.05263157894736842,0.9602312957281095,0.6370075809159864,,0.6230005621910095,404.0
C1→C18,脑电特征提取分类→神经刺激同步递送,15,31,0.583461582660675,0.6212412118911743,0.44586992263793945,0.5501909057299296,0.0,0.0,0.984375,0.5934485397194582,0.5368834240869825,0.4717475680346152,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48587378401730763,0.9751098096632503,0.0,0.9875549048316252,0.6183405030107195,,0.5674501061439514,1193.0
C1→C19,脑电特征提取分类→脑机接口交互控制,15,53,0.6530059576034546,0.6417017579078674,0.3819130063056946,0.5588735739390055,0.009523809523809525,0.03571428571428571,0.9770114942528736,0.5934485397194582,0.7533341408009894,0.5792684913508335,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5396342456754167,0.7592997811816192,0.0,0.8796498905908097,0.6148991404839873,,0.6341705322265625,1296.0
C1→C2,脑电特征提取分类→柔性电极采集装置,15,70,0.5814718008041382,0.6733816862106323,0.450888991355896,0.5685808261235554,0.004464285714285714,0.012658227848101266,1.0,0.5934485397194582,0.6073936135656598,0.5069720849865943,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5034860424932972,0.8650602409638555,0.0,0.9325301204819277,0.6242047354772678,,0.605009913444519,959.0
C1→C20,脑电特征提取分类→脑控轮椅交互系统,15,10,0.6027371883392334,0.5512504577636719,0.4890841245651245,0.5476905902226765,0.0,0.0,1.0,0.5934485397194582,0.50031249376726,0.4535661601557762,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4767830800778881,0.5454545454545454,,,,无高价值专利,0.5206894874572754,
C1→C21,脑电特征提取分类→多模态脑电融合分析,15,46,0.6746515035629272,0.6786989569664001,0.37586331367492676,0.576404591401418,0.01015228426395939,0.01694915254237288,1.0,0.5934485397194582,0.3291122455290337,0.37082653889492084,0.0,0.0,0.018018018018018018,0.0,0.0,-0.018018018018018018,0.49099196578624643,0.43090925234058364,0.9682345754428833,0.0,0.9841172877214417,0.6256483375022179,,0.6312904357910156,898.0
C1→C22,脑电特征提取分类→脑机虚拟交互控制,15,18,0.6517935991287231,0.6541531682014465,0.4152531623840332,0.5737333099047343,0.0,0.06896551724137931,0.9782608695652174,0.5934485397194582,0.5586537376365586,0.4826096164452297,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49130480822261485,0.7864583333333334,0.0,0.8932291666666667,0.6184939953404782,,0.5996048450469971,1188.0
C1→C23,脑电特征提取分类→生物信号虚拟交互,15,26,0.5935930013656616,0.6455041170120239,0.4332447648048401,0.5574472943941752,0.0,0.0,1.0,0.5934485397194582,0.5849439801948719,0.4957478227537088,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.49562172005523913,0.9470198675496688,0.0,0.9735099337748344,0.6224931479659239,,0.5864297747612,1039.0
C1→C24,脑电特征提取分类→闭环神经调控系统,15,24,0.6214653253555298,0.5842313766479492,0.41514909267425537,0.5402819315592448,0.0,0.0,1.0,0.5934485397194582,0.5622256589370602,0.48439363066406926,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49219681533203463,0.9495841995841996,0.125,0.9122920997920998,0.6000225805137918,,0.5790111422538757,1621.0
C1→C25,脑电特征提取分类→脑电信号模式识别,15,30,0.6905100345611572,0.6516543626785278,0.3733532428741455,0.5718392133712769,0.006329113924050633,0.0196078431372549,0.9733333333333334,0.5934485397194582,0.7095321562876163,0.5577824936313144,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5288912468156572,0.872852233676976,,,,无高价值专利,0.6349239945411682,
C1→C26,脑电特征提取分类→神经刺激电极装置,15,43,0.5842312574386597,0.6443721055984497,0.4414280652999878,0.5566771427790324,0.0,0.0,1.0,0.5934485397194582,0.578603280366496,0.4925779155461007,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4962889577730504,0.9559055118110236,0.0,0.9779527559055118,0.6228414593313996,,0.5784542560577393,1018.0
C1→C27,脑电特征提取分类→认知意识神经评估,15,31,0.6429184675216675,0.5771039128303528,0.4213714599609375,0.5471312801043192,0.0,0.0,1.0,0.5934485397194582,0.8069023936113827,0.6051350163633251,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.517234548877195,0.5611847826202601,0.916256157635468,0.0,0.958128078817734,0.6238810784378175,,0.6014248728752136,982.0
C1→C28,脑电特征提取分类→脑波交互反馈系统,15,44,0.650657594203949,0.6329532265663147,0.387345552444458,0.5569854577382405,0.0,0.014705882352941176,0.974025974025974,0.5934485397194582,0.7644472515623096,0.5846756392890925,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5423378196445463,0.7387755102040816,0.0,0.8693877551020408,0.6123425360791485,,0.6258001327514648,1397.0
C1→C29,脑电特征提取分类→深部脑刺激调控,15,83,0.6602476835250854,0.6448192596435547,0.4054363965988159,0.5701677799224854,0.0,0.018691588785046728,0.9921875,0.5934485397194582,0.6351596374162822,0.5208434623227679,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5104217311613839,0.957544993077988,0.06666666666666667,0.9454391632056607,0.6286914542553036,,0.6122726202011108,773.0
C1→C3,脑电特征提取分类→脑电状态检测评估,15,50,0.6802808046340942,0.6714471578598022,0.374985933303833,0.5755712985992432,0.009389671361502348,0.0,0.9891304347826086,0.5934485397194582,0.5131838629552182,0.4599536232086831,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4799768116043416,0.9434650455927052,0.0,0.9717325227963526,0.6315377958685519,,0.6406854391098022,662.0
