path_id,rank_by_spc,total_spc,total_splc,node_count,internal_nodes,external_nodes,cn_nodes,year_start,year_end,year_span,seed_source,seed_target,seed_spc,stage,signature,node_sequence
11,11,660379.53658846,0.01207784,8,7,1,0,2008,2010,2008→2010,US20090024475A1,US8635105B2,172534.48656424,strict,US20110046504A1→US8392251B2,US20110046504A1 → US20110046503A1 → US20090024049A1 → US20090070798A1 → US20090036756A1 → US20090024475A1 → US8635105B2 → US8392251B2
12,12,646612.85429585,0.01125321,8,6,2,0,2008,2010,2008→2010,US20110046503A1,US20090036756A1,164373.5011816,relaxed,US20090030287A1→US8386313B2,US20090030287A1 → US20110046504A1 → US20090070798A1 → US20090024448A1 → US20090036756A1 → US20090030930A1 → US20110046503A1 → US8386313B2
13,13,633309.46527068,0.00727833,7,6,1,0,2008,2010,2008→2010,US20110046503A1,US8655437B2,178933.31994607,relaxed,US20090036756A1→US20090030303A1,US20090036756A1 → US20090082643A1 → US20110046503A1 → US8655437B2 → US8484081B2 → US8392251B2 → US20090030303A1
14,14,630203.74292328,0.01169814,7,7,0,0,2008,2009,2008→2009,US20090082643A1,US20110046503A1,177226.53223808,relaxed,US20090063256A1→US8386312B2,US20090063256A1 → US20090036755A1 → US20090024449A1 → US20090070798A1 → US20090082643A1 → US20110046503A1 → US8386312B2
15,15,627208.48693683,0.00809205,6,5,1,0,2008,2010,2008→2010,US20090036755A1,US20110046503A1,194069.10500531,relaxed,US20090036755A1→US20090082643A1,US20090036755A1 → US20090030717A1 → US20110046503A1 → US20090030303A1 → US8392250B2 → US20090082643A1
16,16,612293.94887548,0.00942385,8,7,1,0,2008,2010,2008→2010,US20090024447A1,US8392251B2,197405.81393715,strict,US20090070798A1→US8494905B2,US20090070798A1 → US20090036755A1 → US20090024049A1 → US20090024447A1 → US8392251B2 → US20110046503A1 → US8655437B2 → US8494905B2
17,17,598734.18485625,0.00625635,7,7,0,0,2008,2010,2008→2010,US20110046503A1,US8655428B2,282003.14867286,strict,US20090036756A1→US8392250B2,US20090036756A1 → US20090036755A1 → US20110046503A1 → US8655428B2 → US8533042B2 → US8484081B2 → US8392250B2
18,18,566762.07914391,0.00625366,5,5,0,0,2008,2010,2008→2010,US20110046503A1,US8635105B2,191200.55687388,strict,US20110046504A1→US8392250B2,US20110046504A1 → US20090036756A1 → US20110046503A1 → US8635105B2 → US8392250B2
19,19,562010.26608634,0.00924016,6,6,0,0,2008,2009,2008→2009,US20090062629A1,US20110046503A1,170825.66150433,relaxed,US20090062629A1→US20090030930A1,US20090062629A1 → US20110046503A1 → US20090024447A1 → US8386312B2 → US20090036755A1 → US20090030930A1
20,20,553185.6217495,0.00892936,6,5,1,0,2008,2010,2008→2010,US20090024475A1,US8392251B2,177876.83895779,relaxed,US20090082643A1→US20090030303A1,US20090082643A1 → US20110046504A1 → US20090024475A1 → US8392251B2 → US20090036756A1 → US20090030303A1
21,21,529296.60578454,0.00810798,5,5,0,0,2008,2010,2008→2010,US20090024447A1,US8392250B2,197405.82610501,strict,US20110046503A1→US8392250B2,US20110046503A1 → US20090036755A1 → US20090036756A1 → US20090024447A1 → US8392250B2
22,22,455092.60802695,0.00753122,5,3,2,0,2008,2009,2008→2009,US20090024448A1,US20110046503A1,174892.9003635,relaxed,US20090083129A1→US20090062629A1,US20090083129A1 → US20090036755A1 → US20090024448A1 → US20110046503A1 → US20090062629A1
23,23,431219.39934582,0.00691388,5,4,1,0,2008,2010,2008→2010,US20110047121A1,US8392250B2,177797.24809137,strict,US20090062681A1→US20090036756A1,US20090062681A1 → US20090036755A1 → US20110047121A1 → US8392250B2 → US20090036756A1
24,24,429346.01713629,0.00591396,4,4,0,0,2008,2009,2008→2009,US20090036756A1,US20110046503A1,194025.30733436,relaxed,US20090036756A1→US20090082643A1,US20090036756A1 → US20090062681A1 → US20110046503A1 → US20090082643A1
25,25,387925.82234039,0.00534571,4,4,0,0,2008,2009,2008→2009,US20090063256A1,US20110046503A1,171974.10818712,relaxed,US20090030930A1→US20110046503A1,US20090030930A1 → US20090036755A1 → US20090063256A1 → US20110046503A1
26,26,380162.33688568,0.00587746,4,3,1,0,2008,2010,2008→2010,US20090030717A1,US20110046503A1,174893.82737193,relaxed,US20090030717A1→US20090063256A1,US20090030717A1 → US20110046504A1 → US20110046503A1 → US20090063256A1
27,27,376563.41117861,0.00588011,5,4,1,0,2008,2009,2008→2009,US20090062681A1,US20110046503A1,178177.91209983,relaxed,US20090030287A1→US8386313B2,US20090030287A1 → US20090036755A1 → US20110046503A1 → US20090062681A1 → US8386313B2
28,28,365023.97719312,0.00802141,6,5,1,0,2008,2010,2008→2010,US20090036755A1,US20090036756A1,164588.88059993,strict,US20090036755A1→US8392251B2,US20090036755A1 → US20090024447A1 → US20070055169A1 → US20090036756A1 → US20110046502A1 → US8392251B2
29,29,193877.90308125,0.00802141,6,5,1,0,2008,2010,2008→2010,US20090036756A1,US8392250B2,197334.6408312,strict,US20090036756A1→US8392250B2,US20090036756A1 → US20090024049A1 → US20070055169A1 → US20090036755A1 → US20110046504A1 → US8392250B2
30,30,52741.92838843,0.00202725,4,4,0,0,2008,2010,2008→2010,US20090036756A1,US8392251B2,197334.62866773,strict,US20090036756A1→US8392250B2,US20090036756A1 → US20110046504A1 → US8392251B2 → US8392250B2
