path_id,position,patent_no,app_year,country,is_internal,title,title_cn,source
4,1,US20060015153A1,2005.0,US,True,Systems and methods for enhancing or affecting neural stimulation efficiency and/or efficacy,增强或影响神经刺激效率和/或功效的系统和方法,incoPat
4,2,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
4,3,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
4,4,US7010351B2,2001.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
4,5,US20030187490A1,2002.0,US,True,Electrode geometries for efficient neural stimulation,用于有效神经刺激的电极几何形状,incoPat
4,6,US20040088024A1,,US,False,,,
5,1,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
5,2,US20060015153A1,2005.0,US,True,Systems and methods for enhancing or affecting neural stimulation efficiency and/or efficacy,增强或影响神经刺激效率和/或功效的系统和方法,incoPat
5,3,US20050021118A1,2004.0,US,True,Apparatuses and systems for applying electrical stimulation to a patient,向患者施加电刺激的装置和系统,incoPat
5,4,US20050070971A1,2004.0,US,True,Apparatus and methods for applying neural stimulation to a patient,向患者施加神经刺激的装置和方法,incoPat
5,5,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
5,6,US20040088024A1,,US,False,,,
6,1,US20050070971A1,2004.0,US,True,Apparatus and methods for applying neural stimulation to a patient,向患者施加神经刺激的装置和方法,incoPat
6,2,US20060015153A1,2005.0,US,True,Systems and methods for enhancing or affecting neural stimulation efficiency and/or efficacy,增强或影响神经刺激效率和/或功效的系统和方法,incoPat
6,3,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
6,4,US20050021118A1,2004.0,US,True,Apparatuses and systems for applying electrical stimulation to a patient,向患者施加电刺激的装置和系统,incoPat
6,5,US20040102828A1,2003.0,US,True,Methods and systems employing intracranial electrodes for neurostimulation and/or electroencephalography,使用颅内电极用于神经刺激和/或脑电描记术的方法和系统,incoPat
6,6,US20030088274A1,2002.0,US,True,Method and apparatus for electrically stimulating cells implanted in the nervous system,用于电刺激植入神经系统中的细胞的方法和装置,incoPat
7,1,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
7,2,US20040102828A1,2003.0,US,True,Methods and systems employing intracranial electrodes for neurostimulation and/or electroencephalography,使用颅内电极用于神经刺激和/或脑电描记术的方法和系统,incoPat
7,3,US20050021118A1,2004.0,US,True,Apparatuses and systems for applying electrical stimulation to a patient,向患者施加电刺激的装置和系统,incoPat
7,4,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
7,5,US7024247B2,2003.0,US,True,Systems and methods for reducing the likelihood of inducing collateral neural activity during neural stimulation threshold test procedures,在神经刺激阈值测试过程中降低诱导侧枝神经活性的可能性的系统和方法,incoPat
7,6,US20030187490A1,2002.0,US,True,Electrode geometries for efficient neural stimulation,用于有效神经刺激的电极几何形状,incoPat
7,7,US20050075680A1,2004.0,US,True,Methods and systems for intracranial neurostimulation and/or sensing,用于颅内神经刺激和/或感测的方法和系统,incoPat
8,1,US20030097161A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
8,2,US20050075680A1,2004.0,US,True,Methods and systems for intracranial neurostimulation and/or sensing,用于颅内神经刺激和/或感测的方法和系统,incoPat
8,3,US20060015153A1,2005.0,US,True,Systems and methods for enhancing or affecting neural stimulation efficiency and/or efficacy,增强或影响神经刺激效率和/或功效的系统和方法,incoPat
8,4,US6990377B2,,US,False,,,
8,5,US20040158298A1,2001.0,US,True,Systems and methods for automatically optimizing stimulus parameters and electrode configurations for neuro-stimulators,用于自动优化神经刺激器的刺激参数和电极配置的系统和方法,incoPat
8,6,US20030088274A1,2002.0,US,True,Method and apparatus for electrically stimulating cells implanted in the nervous system,用于电刺激植入神经系统中的细胞的方法和装置,incoPat
8,7,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
8,8,US20050004620A1,,US,False,,,
8,9,US20030130706A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
8,10,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
8,11,US20050033378A1,,US,False,,,
9,1,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
9,2,US20050021118A1,2004.0,US,True,Apparatuses and systems for applying electrical stimulation to a patient,向患者施加电刺激的装置和系统,incoPat
9,3,US20030097161A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
9,4,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
9,5,US20030088274A1,2002.0,US,True,Method and apparatus for electrically stimulating cells implanted in the nervous system,用于电刺激植入神经系统中的细胞的方法和装置,incoPat
10,1,US20050070971A1,2004.0,US,True,Apparatus and methods for applying neural stimulation to a patient,向患者施加神经刺激的装置和方法,incoPat
10,2,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
10,3,US20050021118A1,2004.0,US,True,Apparatuses and systems for applying electrical stimulation to a patient,向患者施加电刺激的装置和系统,incoPat
10,4,US20040111127A1,,US,False,,,
10,5,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
10,6,US20030097161A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
10,7,US20050021107A1,,US,False,,,
11,1,US20030088274A1,2002.0,US,True,Method and apparatus for electrically stimulating cells implanted in the nervous system,用于电刺激植入神经系统中的细胞的方法和装置,incoPat
11,2,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
11,3,US20050004620A1,,US,False,,,
11,4,US20030130706A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
11,5,US20040102828A1,2003.0,US,True,Methods and systems employing intracranial electrodes for neurostimulation and/or electroencephalography,使用颅内电极用于神经刺激和/或脑电描记术的方法和系统,incoPat
11,6,US7024247B2,2003.0,US,True,Systems and methods for reducing the likelihood of inducing collateral neural activity during neural stimulation threshold test procedures,在神经刺激阈值测试过程中降低诱导侧枝神经活性的可能性的系统和方法,incoPat
11,7,US20040158298A1,2001.0,US,True,Systems and methods for automatically optimizing stimulus parameters and electrode configurations for neuro-stimulators,用于自动优化神经刺激器的刺激参数和电极配置的系统和方法,incoPat
11,8,US20050021107A1,,US,False,,,
11,9,US20050033378A1,,US,False,,,
12,1,US20030130706A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
12,2,US20030088274A1,2002.0,US,True,Method and apparatus for electrically stimulating cells implanted in the nervous system,用于电刺激植入神经系统中的细胞的方法和装置,incoPat
12,3,US20050021118A1,2004.0,US,True,Apparatuses and systems for applying electrical stimulation to a patient,向患者施加电刺激的装置和系统,incoPat
12,4,US20050004620A1,,US,False,,,
12,5,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
12,6,US20050021107A1,,US,False,,,
12,7,US20040102828A1,2003.0,US,True,Methods and systems employing intracranial electrodes for neurostimulation and/or electroencephalography,使用颅内电极用于神经刺激和/或脑电描记术的方法和系统,incoPat
12,8,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
12,9,US20050070971A1,2004.0,US,True,Apparatus and methods for applying neural stimulation to a patient,向患者施加神经刺激的装置和方法,incoPat
13,1,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
13,2,US20050075680A1,2004.0,US,True,Methods and systems for intracranial neurostimulation and/or sensing,用于颅内神经刺激和/或感测的方法和系统,incoPat
13,3,US20030097161A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
13,4,US20050021118A1,2004.0,US,True,Apparatuses and systems for applying electrical stimulation to a patient,向患者施加电刺激的装置和系统,incoPat
13,5,US20030088274A1,2002.0,US,True,Method and apparatus for electrically stimulating cells implanted in the nervous system,用于电刺激植入神经系统中的细胞的方法和装置,incoPat
14,1,US20030088274A1,2002.0,US,True,Method and apparatus for electrically stimulating cells implanted in the nervous system,用于电刺激植入神经系统中的细胞的方法和装置,incoPat
14,2,US20060015153A1,2005.0,US,True,Systems and methods for enhancing or affecting neural stimulation efficiency and/or efficacy,增强或影响神经刺激效率和/或功效的系统和方法,incoPat
14,3,US20050033378A1,,US,False,,,
14,4,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
14,5,US6990377B2,,US,False,,,
14,6,US20030187490A1,2002.0,US,True,Electrode geometries for efficient neural stimulation,用于有效神经刺激的电极几何形状,incoPat
14,7,US20050075679A1,,US,False,,,
15,1,US20030074032A1,2002.0,US,True,Neural stimulation system and method responsive to collateral neural activity,响应侧支神经活动的神经刺激系统和方法,incoPat
15,2,US20050075680A1,2004.0,US,True,Methods and systems for intracranial neurostimulation and/or sensing,用于颅内神经刺激和/或感测的方法和系统,incoPat
15,3,US20050021105A1,2004.0,US,True,Methods and apparatus for effectuating a change in a neural-function of a patient,实现患者神经功能改变的方法和装置,incoPat
15,4,US20050070971A1,2004.0,US,True,Apparatus and methods for applying neural stimulation to a patient,向患者施加神经刺激的装置和方法,incoPat
15,5,US20030097161A1,2002.0,US,True,Methods and apparatus for effectuating a lasting change in a neural-function of a patient,实现患者神经功能持久改变的方法和装置,incoPat
