path_id,rank_by_spc,total_spc,total_splc,node_count,internal_nodes,external_nodes,cn_nodes,year_start,year_end,year_span,seed_source,seed_target,seed_spc,stage,signature,node_sequence
11,11,6082539.11290441,0.08994545,11,9,2,0,2008,2010,2008→2010,US20110047121A1,US8392251B2,1877530.58803781,strict,US20110046502A1→US8655428B2,US20110046502A1 → US20110046504A1 → US20090062629A1 → US20090063256A1 → US20090062681A1 → US20110047121A1 → US8392251B2 → US20090082643A1 → US20090024448A1 → US20090328089A1 → US8655428B2
12,12,5238336.79677156,0.0855841,12,9,3,0,2008,2010,2008→2010,US20090024447A1,US8392255B2,1973028.48934276,strict,US20090062629A1→US8392251B2,US20090062629A1 → US20110046504A1 → US20090062681A1 → US20110046502A1 → US20090036756A1 → US20090030717A1 → US20110046503A1 → US20090024447A1 → US8392255B2 → US8209224B2 → US8655437B2 → US8392251B2
13,13,5216990.93196245,0.08929405,10,7,3,0,2008,2009,2008→2009,US20090063256A1,US8386313B2,1947031.69062372,relaxed,US20090082643A1→US20110046502A1,US20090082643A1 → US20090024049A1 → US20070055169A1 → US20090062681A1 → US20090030287A1 → US20090070798A1 → US20090063256A1 → US8386313B2 → US20090024448A1 → US20110046502A1
14,14,5129749.7461833,0.05667467,11,9,2,0,2008,2010,2008→2010,US20090082643A1,US8386313B2,1961551.56679303,relaxed,US20110046504A1→US20090030930A1,US20110046504A1 → US20090024448A1 → US20090030717A1 → US20090082643A1 → US8386313B2 → US20110105937A1 → US8635105B2 → US8386312B2 → US20090036755A1 → US20090030303A1 → US20090030930A1
15,15,5113045.12407503,0.06496488,10,8,2,0,2008,2010,2008→2010,US20090024447A1,US8392254B2,1962999.78133791,strict,US20110046504A1→US8386312B2,US20110046504A1 → US20090062629A1 → US20090082643A1 → US20090063256A1 → US20090024447A1 → US8392254B2 → US8209224B2 → US20110046503A1 → US20090024448A1 → US8386312B2
16,16,4858547.42023501,0.07035476,9,8,1,0,2008,2010,2008→2010,US20090024447A1,US8392251B2,2071255.31354043,strict,US20090082643A1→US8386313B2,US20090082643A1 → US20110046503A1 → US20090036756A1 → US20110046504A1 → US20090062681A1 → US20090024447A1 → US8392251B2 → US8209224B2 → US8386313B2
17,17,4697635.39317585,0.05956531,9,7,2,0,2008,2010,2008→2010,US20090036756A1,US8392251B2,2071254.64774062,strict,US20090062681A1→US8494905B2,US20090062681A1 → US20110046504A1 → US20110046503A1 → US20090062629A1 → US20090036756A1 → US8392251B2 → US8270814B2 → US8655437B2 → US8494905B2
18,18,4607506.14518737,0.07462073,10,7,3,0,2008,2010,2008→2010,US20090024475A1,US8392253B2,1807089.29429106,strict,US20090036755A1→US20090082643A1,US20090036755A1 → US20090036756A1 → US20090030287A1 → US20110046504A1 → US20090024475A1 → US8392253B2 → US20090024448A1 → US20090030930A1 → US20090030303A1 → US20090082643A1
19,19,4603876.55714239,0.04881865,7,6,1,0,2008,2010,2008→2010,US20110046503A1,US8635105B2,2128568.53538958,strict,US20090036756A1→US8270814B2,US20090036756A1 → US20090082643A1 → US20090062681A1 → US20110046503A1 → US8635105B2 → US8392250B2 → US8270814B2
20,20,4361469.94351283,0.042642,7,5,2,0,2008,2009,2008→2009,US20110046503A1,US8386312B2,1960250.49962289,strict,US20090036756A1→US20090063256A1,US20090036756A1 → US20090024448A1 → US20090030287A1 → US20110046503A1 → US8386312B2 → US20090030303A1 → US20090063256A1
21,21,4106880.84018162,0.04289229,8,5,3,0,2008,2009,2008→2009,US20090036756A1,US8392255B2,1973027.85511772,strict,US20090024449A1→US8386312B2,US20090024449A1 → US20070055169A1 → US20090036756A1 → US8392255B2 → US8270814B2 → US20110046503A1 → US8655437B2 → US8386312B2
22,22,4068557.07552387,0.03805061,7,6,1,0,2008,2010,2008→2010,US20110046503A1,US8655428B2,2266527.15674876,strict,US20090062681A1→US8209224B2,US20090062681A1 → US20090036756A1 → US20110046503A1 → US8655428B2 → US8494905B2 → US8392250B2 → US8209224B2
23,23,3937368.9453637,0.04806853,6,5,1,0,2008,2008,2008→2008,US20090036756A1,US8386312B2,1982644.86160543,strict,US20090024449A1→US20090082643A1,US20090024449A1 → US20090070798A1 → US20090036756A1 → US8386312B2 → US20090024448A1 → US20090082643A1
24,24,3861535.83243729,0.07548703,13,11,2,0,2008,2010,2008→2010,US20090036756A1,US8392253B2,1982620.27837797,strict,US20090062681A1→US8386312B2,US20090062681A1 → US20090063256A1 → US20090036756A1 → US20110046502A1 → US20110046503A1 → US20110046504A1 → US20090082643A1 → US20090062629A1 → US8392253B2 → US8270814B2 → US8655437B2 → US8392250B2 → US8386312B2
25,25,3812567.47135347,0.07621977,13,12,1,0,2008,2010,2008→2010,US20090063256A1,US8386312B2,1947121.31181243,strict,US20110046504A1→US20090024448A1,US20110046504A1 → US20090063256A1 → US20090062629A1 → US20090024447A1 → US20090070798A1 → US20090082643A1 → US20110046502A1 → US8386312B2 → US20110105937A1 → US8655428B2 → US8392250B2 → US8386313B2 → US20090024448A1
26,26,3460507.79332134,0.03277893,6,5,1,0,2008,2010,2008→2010,US20090036756A1,US8392250B2,2071254.85459683,strict,US20090036756A1→US8209224B2,US20090036756A1 → US20090062629A1 → US8392250B2 → US20110046503A1 → US8386313B2 → US8209224B2
27,27,3245455.43877587,0.03272592,5,5,0,0,2008,2008,2008→2008,US20090036756A1,US8386313B2,1982553.60535538,relaxed,US20090036756A1→US20090036755A1,US20090036756A1 → US8386313B2 → US20090082643A1 → US20090030303A1 → US20090036755A1
28,28,3194684.70965058,0.0645657,11,9,2,0,2008,2009,2008→2009,US20090036756A1,US8392254B2,1962999.15033658,strict,US20090062681A1→US20110046503A1,US20090062681A1 → US20090030717A1 → US20090036756A1 → US20090024049A1 → US20090070798A1 → US20090062629A1 → US8392254B2 → US8270814B2 → US20090030303A1 → US8386312B2 → US20110046503A1
29,29,3177320.41054801,0.03829064,8,7,1,0,2008,2014,2008→2014,US20090024447A1,US8392250B2,2071255.5203967,strict,US20110046504A1→US8494610B2,US20110046504A1 → US20090036756A1 → US20090024447A1 → US8392250B2 → US20090131764A1 → US9336535B2 → US8655428B2 → US8494610B2
30,30,891658.6601431,0.01663842,5,4,1,0,2008,2008,2008→2008,US20090082643A1,US8386312B2,1961641.85632658,relaxed,US20090082643A1→US8635105B2,US20090082643A1 → US20090030717A1 → US8386312B2 → US20090328089A1 → US8635105B2
